Energy,Magnetization
-2400.0,-120
-3248.0,-298
-3816.0,-376
-4204.0,-392
-4360.0,-344
-4496.0,-264
-4496.0,-358
-4580.0,-382
-4692.0,-336
-4824.0,-478
-4884.0,-602
-4908.0,-622
-4940.0,-522
-4904.0,-392
-4956.0,-430
-4892.0,-432
-4792.0,-470
-5004.0,-570
-4900.0,-638
-4928.0,-606
-5036.0,-626
-5008.0,-636
-5172.0,-610
-5100.0,-584
-5048.0,-510
-5012.0,-564
-5164.0,-584
-5132.0,-590
-4936.0,-660
-5064.0,-704
-5124.0,-744
-5104.0,-654
-5180.0,-546
-5236.0,-546
-5300.0,-556
-5252.0,-544
-5364.0,-572
-5328.0,-572
-5344.0,-598
-5204.0,-544
-5168.0,-536
-4936.0,-520
-4980.0,-512
-4792.0,-470
-4976.0,-492
-5140.0,-456
-5184.0,-400
-5176.0,-388
-5076.0,-446
-5060.0,-380
-5044.0,-420
-5084.0,-440
-5200.0,-396
-5136.0,-380
-5108.0,-270
-5116.0,-328
-5200.0,-438
-5304.0,-496
-5372.0,-526
-5516.0,-510
-5324.0,-530
-5360.0,-474
-5148.0,-600
-5200.0,-578
-5308.0,-588
-5412.0,-500
-5372.0,-466
-5344.0,-402
-5408.0,-348
-5356.0,-360
-5220.0,-444
-5080.0,-458
-5100.0,-424
-5180.0,-456
-5184.0,-512
-4952.0,-480
-5020.0,-384
-5060.0,-400
-5016.0,-460
-4940.0,-414
-4952.0,-454
-5080.0,-444
-5088.0,-500
-5028.0,-516
-5028.0,-552
-5104.0,-464
-5240.0,-462
-5012.0,-460
-5096.0,-400
-5228.0,-558
-5144.0,-426
-5108.0,-532
-5360.0,-510
-5192.0,-576
-5360.0,-568
-5128.0,-514
-5096.0,-480
-5144.0,-504
-5188.0,-458
-5280.0,-582
-5168.0,-574
-4964.0,-654
-5032.0,-640
-5240.0,-748
-5216.0,-768
-5204.0,-766
-5116.0,-738
-5216.0,-762
-5352.0,-840
-5356.0,-882
-5396.0,-852
-5308.0,-850
-5336.0,-828
-5476.0,-902
-5404.0,-920
-5272.0,-896
-5248.0,-798
-5088.0,-816
-4996.0,-772
-5188.0,-744
-5148.0,-650
-5304.0,-684
-5412.0,-732
-5356.0,-674
-5504.0,-734
-5496.0,-776
-5308.0,-814
-5352.0,-788
-5196.0,-804
-5292.0,-898
-5264.0,-896
-5368.0,-912
-5192.0,-880
-5236.0,-796
-5156.0,-708
-5260.0,-664
-5192.0,-696
-5224.0,-750
-5052.0,-858
-5276.0,-770
-5240.0,-708
-5224.0,-746
-5212.0,-752
-5352.0,-638
-5312.0,-632
-5316.0,-694
-5392.0,-644
-5364.0,-690
-5432.0,-712
-5376.0,-650
-5436.0,-652
-5392.0,-610
-5380.0,-530
-5284.0,-538
-5204.0,-402
-5228.0,-360
-5140.0,-254
-5144.0,-228
-5104.0,-228
-5264.0,-190
-5272.0,-226
-5232.0,-236
-5264.0,-106
-5156.0,-42
-5224.0,90
-5068.0,56
-5152.0,-30
-5368.0,-32
-5224.0,-58
-5244.0,38
-5224.0,104
-5124.0,120
-5308.0,164
-5336.0,232
-5272.0,124
-5292.0,258
-5320.0,320
-5340.0,314
-5328.0,286
-5216.0,176
-5164.0,292
-5196.0,294
-5144.0,304
-5268.0,298
-5280.0,264
-5276.0,62
-5252.0,46
-5240.0,164
-5160.0,210
-5272.0,178
-5128.0,262
-4928.0,208
-5000.0,252
-4840.0,294
-4936.0,286
-5000.0,262
-5180.0,304
-5184.0,200
-5212.0,216
-5268.0,116
-5380.0,176
-5296.0,168
-5284.0,150
-5428.0,116
-5380.0,232
-5328.0,288
-5316.0,268
-5268.0,360
-5252.0,330
-5240.0,206
-5160.0,154
-5440.0,64
-5300.0,36
-5348.0,-40
-5328.0,-44
-5392.0,-132
-5240.0,-66
-5208.0,-78
-5212.0,36
-5196.0,48
-5364.0,102
-5304.0,20
-5384.0,-38
-5392.0,-108
-5524.0,-52
-5544.0,-22
-5428.0,-28
-5568.0,-168
-5428.0,-140
-5228.0,-148
-5452.0,-184
-5456.0,-112
-5520.0,-114
-5504.0,-42
-5452.0,74
-5432.0,52
-5420.0,32
-5444.0,92
-5372.0,54
-5376.0,-28
-5296.0,-96
-5300.0,-62
-5564.0,-14
-5372.0,-46
-5220.0,-66
-5144.0,-50
-5324.0,2
-5412.0,34
-5520.0,28
-5512.0,118
-5396.0,74
-5452.0,50
-5464.0,-12
-5356.0,58
-5156.0,-20
-5180.0,18
-4920.0,64
-5116.0,148
-5244.0,262
-5200.0,240
-5272.0,236
-5184.0,220
-5428.0,268
-5264.0,274
-5300.0,282
-5256.0,292
-5376.0,292
-5476.0,200
-5468.0,136
-5360.0,104
-5380.0,108
-5296.0,146
-5276.0,112
-5288.0,222
-5212.0,194
-5140.0,252
-5028.0,204
-5232.0,144
-5248.0,170
-5276.0,226
-5256.0,226
-5284.0,232
-5212.0,350
-5196.0,300
-5204.0,344
-5224.0,278
-5220.0,312
-5336.0,346
-5348.0,292
-5372.0,310
-5352.0,362
-5176.0,328
-5224.0,308
-5252.0,272
-5216.0,202
-5108.0,282
-5344.0,380
-5160.0,410
-5044.0,304
-5220.0,244
-5260.0,188
-5300.0,120
-5340.0,78
-5156.0,104
-5196.0,90
-5192.0,14
-5248.0,-44
-5244.0,-106
-5388.0,-42
-5372.0,-74
-5384.0,52
-5236.0,172
-5264.0,162
-5420.0,190
-5320.0,160
-5416.0,88
-5212.0,68
-5272.0,-8
-5240.0,-42
-5376.0,-22
-5340.0,-62
-5448.0,-14
-5500.0,-100
-5416.0,-140
-5580.0,-104
-5432.0,-156
-5476.0,-64
-5568.0,-94
-5696.0,-102
-5576.0,-236
-5548.0,-158
-5496.0,-232
-5540.0,-264
-5456.0,-292
-5584.0,-280
-5644.0,-186
-5628.0,-358
-5428.0,-250
-5452.0,-326
-5240.0,-244
-5332.0,-172
-5504.0,-198
-5424.0,-214
-5452.0,-232
-5404.0,-236
-5476.0,-244
-5316.0,-224
-5204.0,-274
-5228.0,-176
-4980.0,-306
-5036.0,-340
-5180.0,-278
-5192.0,-322
-5436.0,-400
-5408.0,-406
-5404.0,-374
-5528.0,-474
-5416.0,-388
-5460.0,-390
-5552.0,-330
-5528.0,-330
-5572.0,-292
-5584.0,-190
-5452.0,-116
-5352.0,-106
-5436.0,-82
-5432.0,-76
-5492.0,-112
-5600.0,-10
-5588.0,-46
-5476.0,-44
-5392.0,-94
-5240.0,-114
-5320.0,-220
-5332.0,-300
-5360.0,-256
-5344.0,-236
-5448.0,-174
-5236.0,-244
-5056.0,-350
-5292.0,-448
-5364.0,-442
-5464.0,-446
-5352.0,-336
-5292.0,-456
-5500.0,-446
-5416.0,-380
-5604.0,-358
-5568.0,-438
-5480.0,-412
-5600.0,-430
-5504.0,-348
-5504.0,-232
-5468.0,-238
-5512.0,-254
-5480.0,-190
-5420.0,-260
-5432.0,-238
-5392.0,-196
-5536.0,-170
-5500.0,-150
-5568.0,-120
-5620.0,-160
-5400.0,-66
-5540.0,-50
-5384.0,-76
-5412.0,-6
-5444.0,42
-5356.0,-32
-5200.0,-84
-5160.0,-160
-5328.0,-238
-5304.0,-248
-5332.0,-200
-5396.0,-84
-5392.0,-80
-5404.0,-62
-5372.0,4
-5384.0,20
-5436.0,114
-5372.0,102
-5436.0,96
-5356.0,154
-5296.0,158
-5224.0,168
-5236.0,110
-5452.0,56
-5396.0,48
-5488.0,-66
-5640.0,-46
-5680.0,-86
-5524.0,-140
-5376.0,-90
-5240.0,-152
-5248.0,-234
-5436.0,-190
-5392.0,-242
-5276.0,-256
-5368.0,-340
-5532.0,-452
-5448.0,-488
-5636.0,-520
-5460.0,-538
-5312.0,-452
-5288.0,-486
-5452.0,-416
-5484.0,-474
-5488.0,-438
-5640.0,-470
-5628.0,-534
-5364.0,-530
-5376.0,-552
-5336.0,-530
-5536.0,-466
-5416.0,-412
-5496.0,-434
-5392.0,-464
-5408.0,-480
-5560.0,-554
-5592.0,-532
-5608.0,-544
-5600.0,-464
-5576.0,-402
-5680.0,-398
-5696.0,-348
-5540.0,-298
-5580.0,-208
-5456.0,-198
-5256.0,-196
-5400.0,-284
-5460.0,-320
-5540.0,-416
-5452.0,-436
-5492.0,-338
-5584.0,-350
-5636.0,-406
-5516.0,-384
-5436.0,-452
-5552.0,-492
-5468.0,-516
-5408.0,-472
-5164.0,-536
-5392.0,-576
-5424.0,-556
-5328.0,-604
-5408.0,-666
-5460.0,-710
-5504.0,-800
-5376.0,-822
-5260.0,-808
-5196.0,-796
-5136.0,-798
-5108.0,-760
-5260.0,-740
-5320.0,-712
-5308.0,-738
-5580.0,-832
-5604.0,-850
-5484.0,-798
-5336.0,-816
-5284.0,-808
-5144.0,-680
-5084.0,-568
-5348.0,-530
-5136.0,-566
-5224.0,-742
-5276.0,-824
-5212.0,-790
-5360.0,-806
-5324.0,-780
-5316.0,-726
-5456.0,-824
-5332.0,-842
-5400.0,-826
-5324.0,-898
-5316.0,-910
-5308.0,-848
-5196.0,-856
-5340.0,-912
-5300.0,-886
-5140.0,-834
-5100.0,-814
-5200.0,-824
-5296.0,-970
-5196.0,-970
-5236.0,-998
-5208.0,-980
-5216.0,-1028
-5364.0,-1028
-5368.0,-1024
-5392.0,-984
-5360.0,-1022
-5372.0,-1078
-5324.0,-974
-5428.0,-980
-5316.0,-926
-5364.0,-948
-5340.0,-1046
-5464.0,-1034
-5328.0,-1044
-5248.0,-1052
-5156.0,-1066
-5172.0,-988
-5112.0,-1152
-5256.0,-1236
-5320.0,-1262
-5396.0,-1184
-5368.0,-1104
-5320.0,-1082
-5304.0,-1024
-5416.0,-1076
-5408.0,-998
-5452.0,-1096
-5404.0,-1078
-5252.0,-1024
-5368.0,-1062
-5288.0,-1046
-5316.0,-1066
-5200.0,-1048
-5328.0,-1120
-5396.0,-1202
-5372.0,-1208
-5276.0,-1242
-5424.0,-1246
-5420.0,-1242
-5532.0,-1184
-5532.0,-1166
-5384.0,-1090
-5416.0,-1122
-5580.0,-1200
-5356.0,-1154
-5408.0,-1218
-5352.0,-1234
-5360.0,-1226
-5452.0,-1166
-5616.0,-1240
-5480.0,-1158
-5336.0,-1162
-5432.0,-1116
-5552.0,-1142
-5424.0,-1116
-5300.0,-1046
-5360.0,-1066
-5380.0,-1110
-5288.0,-1136
-5388.0,-1154
-5204.0,-1060
-5196.0,-1066
-5300.0,-1204
-5332.0,-1144
-5196.0,-1142
-5180.0,-1062
-5232.0,-988
-5308.0,-1040
-5212.0,-1012
-5280.0,-1046
-5268.0,-1016
-5236.0,-962
-5276.0,-998
-5340.0,-1054
-5380.0,-1110
-5396.0,-1158
-5524.0,-1158
-5248.0,-1144
-5304.0,-1142
-5412.0,-1144
-5400.0,-1184
-5236.0,-1244
-5148.0,-1300
-5244.0,-1388
-5196.0,-1388
-5292.0,-1482
-5592.0,-1570
-5588.0,-1558
-5548.0,-1592
-5308.0,-1514
-5320.0,-1530
-5400.0,-1510
-5340.0,-1548
-5320.0,-1538
-5344.0,-1590
-5492.0,-1684
-5588.0,-1756
-5648.0,-1836
-5504.0,-1770
-5444.0,-1766
-5404.0,-1786
-5320.0,-1642
-5228.0,-1658
-5280.0,-1652
-5360.0,-1624
-5496.0,-1660
-5528.0,-1662
-5608.0,-1616
-5540.0,-1724
-5576.0,-1822
-5384.0,-1712
-5568.0,-1754
