Energy,Magnetization
-2540.0,220
-3196.0,296
-3324.0,358
-3868.0,362
-3944.0,380
-4132.0,386
-3920.0,330
-4052.0,296
-4152.0,218
-4220.0,310
-4188.0,374
-4380.0,354
-4400.0,362
-4320.0,242
-4116.0,374
-4272.0,330
-4220.0,306
-4256.0,398
-4188.0,262
-4216.0,62
-4240.0,80
-4228.0,52
-4244.0,208
-4204.0,210
-4300.0,280
-4312.0,408
-4296.0,282
-4352.0,250
-4204.0,248
-4220.0,184
-4132.0,124
-4108.0,248
-4080.0,346
-4232.0,170
-4128.0,174
-4224.0,166
-4312.0,166
-4416.0,116
-4488.0,64
-4436.0,-82
-4436.0,-90
-4324.0,-18
-4500.0,46
-4372.0,34
-4388.0,-22
-4384.0,-82
-4340.0,-114
-4432.0,-92
-4524.0,-82
-4604.0,-246
-4492.0,-174
-4412.0,-224
-4488.0,-284
-4380.0,-294
-4512.0,-276
-4488.0,-314
-4424.0,-400
-4444.0,-272
-4392.0,-384
-4320.0,-506
-4188.0,-670
-4356.0,-684
-4452.0,-710
-4432.0,-708
-4244.0,-634
-4240.0,-692
-4200.0,-698
-4208.0,-656
-4280.0,-530
-4240.0,-564
-4324.0,-672
-4364.0,-694
-4372.0,-614
-4372.0,-556
-4316.0,-524
-4276.0,-406
-4244.0,-368
-4372.0,-474
-4328.0,-486
-4256.0,-468
-4180.0,-508
-4132.0,-508
-4208.0,-394
-4064.0,-380
-4096.0,-370
-4076.0,-392
-4232.0,-338
-4384.0,-290
-4340.0,-292
-4220.0,-330
-4260.0,-312
-4116.0,-302
-4248.0,-464
-4336.0,-406
-4336.0,-378
-4252.0,-448
-4232.0,-444
-4228.0,-572
-4372.0,-682
-4372.0,-660
-4312.0,-652
-4284.0,-652
-4388.0,-732
-4448.0,-772
-4412.0,-754
-4560.0,-902
-4528.0,-878
-4388.0,-904
-4340.0,-946
-4272.0,-960
-4444.0,-988
-4324.0,-1012
-4240.0,-864
-4184.0,-892
-4296.0,-968
-4328.0,-834
-4388.0,-942
-4560.0,-988
-4492.0,-860
-4420.0,-876
-4416.0,-886
-4332.0,-810
-4192.0,-818
-4320.0,-846
-4328.0,-796
-4320.0,-706
-4416.0,-676
-4456.0,-708
-4304.0,-732
-4388.0,-732
-4348.0,-688
-4432.0,-684
-4448.0,-638
-4384.0,-624
-4320.0,-638
-4228.0,-662
-4292.0,-702
-4348.0,-638
-4416.0,-666
-4620.0,-716
-4560.0,-724
-4640.0,-800
-4560.0,-804
-4524.0,-802
-4436.0,-766
-4424.0,-650
-4124.0,-640
-4336.0,-688
-4348.0,-734
-4296.0,-562
-4324.0,-544
-4520.0,-476
-4440.0,-670
-4464.0,-626
-4304.0,-636
-4480.0,-544
-4360.0,-606
-4236.0,-566
-4092.0,-558
-4272.0,-554
-4244.0,-546
-4264.0,-518
-4312.0,-626
-4360.0,-610
-4464.0,-698
-4440.0,-670
-4424.0,-774
-4300.0,-714
-4352.0,-660
-4224.0,-762
-4208.0,-678
-4272.0,-810
-4228.0,-866
-4292.0,-864
-4400.0,-872
-4464.0,-756
-4644.0,-698
-4676.0,-760
-4548.0,-594
-4368.0,-486
-4136.0,-438
-4268.0,-392
-4216.0,-306
-4060.0,-412
-4232.0,-360
-4096.0,-434
-4252.0,-418
-4536.0,-446
-4392.0,-380
-4528.0,-418
-4508.0,-424
-4476.0,-452
-4708.0,-536
-4720.0,-524
-4532.0,-598
-4396.0,-616
-4596.0,-676
-4464.0,-628
-4560.0,-620
-4596.0,-702
-4536.0,-686
-4444.0,-662
-4408.0,-688
-4332.0,-526
-4376.0,-634
-4240.0,-646
-4376.0,-694
-4192.0,-652
-4296.0,-776
-4276.0,-816
-4308.0,-766
-4176.0,-670
-4232.0,-632
-4312.0,-624
-4356.0,-692
-4236.0,-660
-4468.0,-654
-4240.0,-590
-4344.0,-464
-4384.0,-402
-4276.0,-236
-4256.0,-270
-4328.0,-316
-4460.0,-338
-4644.0,-318
-4572.0,-360
-4520.0,-420
-4384.0,-376
-4464.0,-292
-4340.0,-226
-4404.0,-164
-4504.0,-196
-4252.0,-258
-4064.0,-202
-4320.0,-180
-4348.0,-162
-4244.0,-114
-4208.0,-114
-4108.0,-102
-4052.0,-34
-4376.0,-158
-4436.0,-156
-4512.0,56
-4408.0,56
-4248.0,152
-4012.0,148
-4172.0,108
-4276.0,104
-4448.0,104
-4312.0,110
-4336.0,108
-4372.0,82
-4348.0,22
-4324.0,68
-4300.0,10
-4196.0,-46
-4272.0,20
-4280.0,-16
-4140.0,-14
-4144.0,-68
-4180.0,-74
-4152.0,-128
-4172.0,-170
-4348.0,-232
-4164.0,-256
-4136.0,-224
-4264.0,-126
-4324.0,-156
-4268.0,-162
-4396.0,-188
-4532.0,-232
-4484.0,-314
-4464.0,-318
-4576.0,-360
-4616.0,-356
-4344.0,-376
-4292.0,-466
-4368.0,-570
-4372.0,-666
-4388.0,-720
-4448.0,-590
-4520.0,-614
-4400.0,-542
-4460.0,-558
-4488.0,-430
-4580.0,-542
-4548.0,-530
-4452.0,-510
-4492.0,-398
-4400.0,-410
-4476.0,-410
-4476.0,-390
-4464.0,-460
-4456.0,-534
-4564.0,-580
-4332.0,-572
-4212.0,-626
-4196.0,-570
-4112.0,-538
-4256.0,-466
-4244.0,-480
-4228.0,-616
-4284.0,-650
-4208.0,-594
-4088.0,-532
-4336.0,-490
-4488.0,-494
-4340.0,-492
-4476.0,-382
-4316.0,-356
-4296.0,-410
-4268.0,-444
-4404.0,-390
-4560.0,-424
-4372.0,-302
-4356.0,-266
-4376.0,-174
-4376.0,-172
-4456.0,-224
-4448.0,-274
-4564.0,-216
-4492.0,-326
-4448.0,-242
-4548.0,-256
-4408.0,-286
-4284.0,-274
