Energy,Magnetization
-3000.0,62
-4180.0,214
-4912.0,238
-5384.0,296
-5772.0,350
-6028.0,430
-6188.0,508
-6360.0,486
-6440.0,522
-6484.0,552
-6500.0,484
-6576.0,506
-6656.0,540
-6708.0,602
-6736.0,596
-6788.0,602
-6792.0,620
-6840.0,614
-6904.0,654
-6932.0,678
-6956.0,714
-7012.0,774
-7072.0,774
-7140.0,800
-7164.0,830
-7192.0,812
-7168.0,844
-7188.0,890
-7228.0,942
-7260.0,966
-7264.0,1080
-7264.0,1104
-7272.0,1114
-7296.0,1140
-7312.0,1152
-7340.0,1122
-7352.0,1134
-7368.0,1206
-7380.0,1254
-7368.0,1240
-7376.0,1296
-7392.0,1256
-7396.0,1212
-7392.0,1188
-7392.0,1178
-7372.0,1172
-7380.0,1212
-7384.0,1224
-7404.0,1250
-7408.0,1232
-7400.0,1262
-7396.0,1278
-7392.0,1288
-7396.0,1336
-7412.0,1380
-7404.0,1404
-7436.0,1342
-7440.0,1346
-7456.0,1336
-7460.0,1342
-7472.0,1316
-7452.0,1326
-7456.0,1362
-7436.0,1306
-7428.0,1340
-7436.0,1368
-7468.0,1374
-7460.0,1314
-7448.0,1320
-7456.0,1364
-7508.0,1370
-7512.0,1392
-7516.0,1430
-7528.0,1428
-7524.0,1430
-7536.0,1394
-7576.0,1410
-7572.0,1402
-7532.0,1442
-7532.0,1472
-7540.0,1506
-7548.0,1540
-7592.0,1570
-7580.0,1554
-7556.0,1558
-7528.0,1560
-7564.0,1580
-7548.0,1594
-7544.0,1658
-7564.0,1668
-7576.0,1692
-7608.0,1678
-7596.0,1704
-7608.0,1736
-7616.0,1742
-7604.0,1776
-7616.0,1780
-7600.0,1826
-7588.0,1824
-7572.0,1820
-7608.0,1804
-7632.0,1820
-7620.0,1818
-7640.0,1834
-7676.0,1860
-7648.0,1884
-7632.0,1890
-7620.0,1912
-7620.0,1906
-7620.0,1932
-7640.0,1952
-7676.0,1928
-7640.0,1954
-7616.0,1972
-7664.0,1980
-7644.0,1974
-7664.0,2014
-7668.0,2024
-7644.0,2044
-7676.0,2070
-7672.0,2084
-7684.0,2094
-7632.0,2076
-7680.0,2078
-7628.0,2076
-7660.0,2048
-7692.0,2076
-7692.0,2072
-7708.0,2086
-7700.0,2114
-7700.0,2100
-7692.0,2100
-7688.0,2124
-7688.0,2128
-7696.0,2152
-7676.0,2184
-7708.0,2224
-7704.0,2244
-7728.0,2234
-7740.0,2220
-7680.0,2258
-7708.0,2314
-7684.0,2316
-7720.0,2318
-7736.0,2314
-7716.0,2350
-7728.0,2384
-7736.0,2390
-7748.0,2406
-7740.0,2392
-7772.0,2396
-7780.0,2450
-7764.0,2470
-7768.0,2474
-7788.0,2494
-7792.0,2508
-7776.0,2516
-7800.0,2524
-7784.0,2536
-7756.0,2566
-7788.0,2576
-7780.0,2614
-7816.0,2632
-7844.0,2682
-7840.0,2718
-7832.0,2700
-7848.0,2676
-7848.0,2694
-7864.0,2710
-7892.0,2704
-7864.0,2732
-7888.0,2752
-7868.0,2756
-7868.0,2744
-7868.0,2734
-7864.0,2754
-7844.0,2764
-7832.0,2788
-7852.0,2826
-7876.0,2864
-7904.0,2872
-7896.0,2846
-7864.0,2852
-7904.0,2864
-7892.0,2890
-7888.0,2890
-7892.0,2934
-7880.0,2944
-7888.0,2930
-7928.0,2944
-7932.0,2934
-7920.0,2924
-7920.0,2942
-7904.0,2962
-7948.0,2986
-7940.0,3010
-7940.0,3014
-7940.0,3002
-7956.0,3032
-7920.0,3048
-7944.0,3038
-7928.0,3018
-7932.0,3004
-7936.0,2998
-7924.0,3026
-7944.0,3040
-7924.0,3034
-7916.0,3024
-7932.0,3028
-7944.0,3046
-7928.0,3052
-7916.0,3068
-7892.0,3060
-7936.0,3082
-7916.0,3068
-7952.0,3094
-7952.0,3116
-7952.0,3146
-7952.0,3166
-7956.0,3170
-7948.0,3178
-7944.0,3200
-7964.0,3208
-7972.0,3216
-7976.0,3254
-7972.0,3270
-7960.0,3268
-7952.0,3280
-7968.0,3276
-7960.0,3254
-7968.0,3260
-7980.0,3270
-7964.0,3244
-7976.0,3248
-7944.0,3254
-7952.0,3242
-7944.0,3256
-7928.0,3254
-7920.0,3262
-7932.0,3274
-7936.0,3290
-7976.0,3308
-7976.0,3320
-7948.0,3320
-7964.0,3336
-7920.0,3346
-7936.0,3352
-7952.0,3378
-7980.0,3402
-7952.0,3424
-7920.0,3398
-7948.0,3402
-7948.0,3406
-7984.0,3418
-7976.0,3400
-7996.0,3392
-7976.0,3376
-7972.0,3360
-7968.0,3342
-7940.0,3338
-7972.0,3336
-7968.0,3338
-7928.0,3348
-7952.0,3350
-7960.0,3360
-7972.0,3384
-7940.0,3396
-7988.0,3408
-7972.0,3410
-7964.0,3400
-7964.0,3410
-7932.0,3404
-7960.0,3418
-7984.0,3432
-7980.0,3440
-7992.0,3454
-7992.0,3456
-7984.0,3442
-7992.0,3444
-7972.0,3426
-7992.0,3444
-8004.0,3454
-7964.0,3446
-7944.0,3464
-7984.0,3462
-7964.0,3480
-7976.0,3480
-7984.0,3492
-8012.0,3508
-7996.0,3514
-8020.0,3554
-7976.0,3554
-7992.0,3578
-8004.0,3602
-8012.0,3614
-7972.0,3618
-7980.0,3632
-7948.0,3636
-7976.0,3626
-8004.0,3632
-7992.0,3632
-8012.0,3650
-8016.0,3652
-8028.0,3648
-8008.0,3662
-8000.0,3674
-7996.0,3688
-7996.0,3710
-8012.0,3722
-8024.0,3732
-8040.0,3750
-8044.0,3780
-8028.0,3790
-8056.0,3808
-8048.0,3794
-8056.0,3796
-8048.0,3806
-8072.0,3810
-8064.0,3812
-8056.0,3804
-8076.0,3808
-8056.0,3820
-8036.0,3810
-8036.0,3818
-8044.0,3820
-8036.0,3830
-8048.0,3848
-8056.0,3866
-8060.0,3840
-8080.0,3834
-8024.0,3820
-8044.0,3848
-8052.0,3862
-8080.0,3884
-8080.0,3902
-8068.0,3902
-8060.0,3900
-8060.0,3916
-8088.0,3930
-8100.0,3928
-8092.0,3928
-8084.0,3942
-8048.0,3940
-8080.0,3960
-8064.0,3966
-8092.0,3978
-8084.0,3976
-8100.0,3996
-8080.0,3998
-8104.0,4020
-8116.0,4030
-8100.0,4038
-8108.0,4044
-8124.0,4044
-8092.0,4038
-8088.0,4040
-8120.0,4046
-8124.0,4054
-8108.0,4056
-8108.0,4068
-8152.0,4086
-8160.0,4088
-8168.0,4090
-8128.0,4080
-8128.0,4078
-8160.0,4088
-8160.0,4088
-8168.0,4090
-8168.0,4090
-8184.0,4094
-8168.0,4090
-8152.0,4086
-8168.0,4090
-8112.0,4076
-8136.0,4082
-8168.0,4090
-8168.0,4090
-8140.0,4082
-8140.0,4080
-8140.0,4082
-8140.0,4082
-8160.0,4088
-8168.0,4090
-8168.0,4090
-8160.0,4088
-8168.0,4090
-8156.0,4086
-8160.0,4088
-8156.0,4086
-8184.0,4094
-8144.0,4084
-8160.0,4088
-8160.0,4088
-8136.0,4082
-8144.0,4084
-8168.0,4090
-8168.0,4090
-8132.0,4080
-8132.0,4080
-8160.0,4088
-8160.0,4088
-8176.0,4092
-8168.0,4090
-8176.0,4092
-8160.0,4088
-8144.0,4084
-8124.0,4078
-8140.0,4082
-8140.0,4082
-8116.0,4076
-8168.0,4090
-8164.0,4088
-8164.0,4088
-8144.0,4084
-8168.0,4090
-8168.0,4090
-8168.0,4090
-8152.0,4086
-8152.0,4086
-8168.0,4090
-8176.0,4092
-8152.0,4086
-8144.0,4084
-8152.0,4086
-8136.0,4082
-8108.0,4074
-8156.0,4086
-8160.0,4088
-8176.0,4092
-8168.0,4090
-8160.0,4088
-8112.0,4074
-8160.0,4088
-8168.0,4090
-8152.0,4086
-8136.0,4082
-8096.0,4070
-8104.0,4072
-8108.0,4074
-8160.0,4088
-8160.0,4088
-8160.0,4088
-8148.0,4084
-8168.0,4090
-8168.0,4090
-8168.0,4090
-8140.0,4082
-8128.0,4080
-8124.0,4076
-8160.0,4088
-8168.0,4090
-8160.0,4088
-8160.0,4088
-8160.0,4088
-8144.0,4084
-8132.0,4080
-8132.0,4080
-8168.0,4090
-8140.0,4080
-8144.0,4082
-8156.0,4086
-8136.0,4080
-8160.0,4088
-8176.0,4092
-8160.0,4088
-8160.0,4088
-8160.0,4088
-8160.0,4088
-8184.0,4094
-8184.0,4094
-8176.0,4092
-8192.0,4096
-8168.0,4090
-8176.0,4092
-8128.0,4080
-8120.0,4078
-8128.0,4080
-8124.0,4078
-8124.0,4078
-8168.0,4090
-8160.0,4088
-8184.0,4094
-8152.0,4086
-8140.0,4082
-8144.0,4084
-8152.0,4086
-8132.0,4080
-8144.0,4084
-8164.0,4088
-8144.0,4084
-8136.0,4082
-8152.0,4086
-8160.0,4088
-8148.0,4084
-8152.0,4086
-8140.0,4082
-8144.0,4082
-8160.0,4088
-8144.0,4084
-8160.0,4088
-8152.0,4086
-8148.0,4084
-8132.0,4076
-8116.0,4074
-8128.0,4078
-8144.0,4084
-8136.0,4082
-8152.0,4086
-8156.0,4086
-8168.0,4090
-8168.0,4090
-8148.0,4084
-8176.0,4092
-8184.0,4094
-8184.0,4094
-8136.0,4082
-8144.0,4084
-8144.0,4084
-8136.0,4080
-8136.0,4082
-8136.0,4080
-8140.0,4082
-8140.0,4082
-8160.0,4088
-8160.0,4088
-8168.0,4090
-8176.0,4092
-8144.0,4084
-8136.0,4082
-8140.0,4082
-8152.0,4086
-8144.0,4084
-8176.0,4092
-8144.0,4084
-8160.0,4088
-8172.0,4090
-8160.0,4088
-8152.0,4086
-8176.0,4092
-8148.0,4084
-8148.0,4084
-8156.0,4086
-8152.0,4086
-8136.0,4082
-8184.0,4094
-8152.0,4086
-8140.0,4082
-8140.0,4082
-8144.0,4082
-8148.0,4084
-8136.0,4082
-8144.0,4084
-8140.0,4082
-8148.0,4084
-8160.0,4088
-8192.0,4096
-8184.0,4094
-8176.0,4092
-8168.0,4090
-8168.0,4090
-8172.0,4090
-8148.0,4084
-8136.0,4082
-8160.0,4088
-8152.0,4086
-8128.0,4080
-8152.0,4086
-8144.0,4084
-8152.0,4086
-8120.0,4078
-8160.0,4088
-8148.0,4084
-8172.0,4090
-8148.0,4084
-8148.0,4084
-8140.0,4082
-8120.0,4076
-8120.0,4076
-8168.0,4090
-8160.0,4088
-8168.0,4090
-8156.0,4086
-8144.0,4084
-8160.0,4088
-8168.0,4090
-8184.0,4094
-8176.0,4092
-8168.0,4090
-8176.0,4092
-8160.0,4088
-8148.0,4084
-8140.0,4082
-8152.0,4086
-8152.0,4086
-8160.0,4088
-8168.0,4090
-8152.0,4086
-8160.0,4088
-8156.0,4086
-8172.0,4090
-8152.0,4086
-8160.0,4088
-8192.0,4096
-8184.0,4094
-8176.0,4092
-8168.0,4090
-8144.0,4084
-8144.0,4084
-8176.0,4092
-8176.0,4092
-8156.0,4086
-8160.0,4088
-8160.0,4088
-8168.0,4090
-8144.0,4084
-8132.0,4080
-8128.0,4080
-8164.0,4088
-8148.0,4084
-8128.0,4078
-8140.0,4082
-8148.0,4084
-8132.0,4080
-8148.0,4084
-8152.0,4086
-8160.0,4088
-8168.0,4090
-8168.0,4090
-8128.0,4080
-8136.0,4082
-8160.0,4088
-8160.0,4088
-8168.0,4090
-8184.0,4094
-8148.0,4082
-8160.0,4086
-8136.0,4080
-8152.0,4084
-8172.0,4090
-8168.0,4090
-8176.0,4092
-8160.0,4088
-8152.0,4086
-8160.0,4088
-8160.0,4088
-8152.0,4086
-8168.0,4090
-8160.0,4088
-8176.0,4092
-8156.0,4086
-8176.0,4092
-8168.0,4090
-8144.0,4084
