Energy,Magnetization
-2208.0,-14
-2780.0,-4
-2892.0,42
-3048.0,-116
-3152.0,-168
-3304.0,-72
-3252.0,-22
-3312.0,-50
-3468.0,74
-3552.0,12
-3424.0,128
-3424.0,176
-3288.0,220
-3376.0,68
-3404.0,-18
-3592.0,-56
-3548.0,-40
-3476.0,34
-3628.0,-134
-3480.0,-148
-3372.0,28
-3444.0,-16
-3540.0,118
-3748.0,44
-3652.0,-24
-3712.0,-8
-3704.0,-58
-3624.0,-188
-3556.0,-208
-3568.0,-336
-3664.0,-412
-3564.0,-366
-3492.0,-200
-3444.0,-320
-3560.0,-406
-3392.0,-430
-3528.0,-462
-3668.0,-428
-3504.0,-392
-3512.0,-368
-3664.0,-320
-3608.0,-270
-3568.0,-284
-3784.0,-178
-3712.0,-52
-3728.0,32
-3664.0,76
-3396.0,-36
-3596.0,-54
-3632.0,-96
-3832.0,-132
-3784.0,-188
-3752.0,-294
-3744.0,-298
-3732.0,-260
-3464.0,-270
-3536.0,-174
-3480.0,-240
-3412.0,-332
-3504.0,-292
-3512.0,-422
-3776.0,-526
-3892.0,-622
-3712.0,-522
-3544.0,-660
-3668.0,-650
-3548.0,-644
-3648.0,-750
-3572.0,-692
-3448.0,-636
-3324.0,-490
-3540.0,-566
-3444.0,-514
-3472.0,-606
-3564.0,-448
-3400.0,-410
-3496.0,-380
-3444.0,-278
-3612.0,-82
-3532.0,74
-3492.0,30
-3704.0,132
-3660.0,144
-3688.0,176
-3528.0,208
-3700.0,176
-3636.0,150
-3396.0,22
-3416.0,-38
-3404.0,-58
-3656.0,-70
-3640.0,60
-3520.0,-46
-3388.0,-42
-3372.0,158
-3588.0,90
-3596.0,22
-3652.0,-42
-3708.0,28
-3628.0,-14
-3612.0,-6
-3496.0,-126
-3424.0,-260
-3532.0,-164
-3300.0,-176
-3440.0,-44
-3500.0,32
-3500.0,106
-3640.0,120
-3716.0,124
-3640.0,150
-3504.0,70
-3712.0,32
-3604.0,-104
-3420.0,-256
-3416.0,-248
-3400.0,-132
-3520.0,-22
-3624.0,0
-3680.0,-18
-3676.0,34
-3552.0,-54
-3588.0,16
-3616.0,186
-3572.0,196
-3460.0,2
-3468.0,-16
-3596.0,22
-3556.0,-14
-3528.0,2
-3448.0,90
-3580.0,-10
-3484.0,-44
-3524.0,-138
-3404.0,-56
-3432.0,-120
-3608.0,-74
-3592.0,-130
-3684.0,-182
-3604.0,-180
-3644.0,-144
-3548.0,-180
-3428.0,-240
-3564.0,-130
-3676.0,-170
-3520.0,-194
-3572.0,-32
-3504.0,146
