Energy,Magnetization
-3048.0,248
-4280.0,212
-4976.0,234
-5476.0,270
-5676.0,212
-5960.0,204
-6104.0,254
-6232.0,358
-6316.0,400
-6444.0,436
-6476.0,394
-6504.0,366
-6576.0,378
-6612.0,386
-6700.0,376
-6780.0,416
-6796.0,442
-6836.0,510
-6804.0,470
-6856.0,540
-6896.0,554
-6928.0,586
-6956.0,564
-6996.0,598
-7016.0,596
-7056.0,642
-7044.0,632
-7088.0,612
-7112.0,600
-7172.0,614
-7204.0,612
-7196.0,566
-7256.0,578
-7228.0,594
-7244.0,598
-7272.0,628
-7180.0,606
-7244.0,568
-7292.0,532
-7220.0,516
-7240.0,532
-7256.0,530
-7356.0,540
-7328.0,492
-7348.0,462
-7392.0,490
-7428.0,514
-7356.0,514
-7380.0,490
-7388.0,514
-7372.0,490
-7412.0,472
-7396.0,472
-7404.0,412
-7396.0,372
-7412.0,364
-7396.0,342
-7424.0,368
-7376.0,356
-7404.0,340
-7432.0,322
-7412.0,330
-7452.0,284
-7436.0,254
-7420.0,218
-7412.0,184
-7428.0,214
-7436.0,230
-7472.0,246
-7464.0,224
-7428.0,172
-7376.0,150
-7408.0,130
-7424.0,122
-7436.0,88
-7464.0,84
-7472.0,90
-7416.0,30
-7460.0,32
-7440.0,30
-7456.0,-18
-7488.0,-20
-7496.0,-24
-7504.0,-12
-7540.0,8
-7516.0,-32
-7516.0,-30
-7544.0,-58
-7540.0,-54
-7508.0,-70
-7500.0,-74
-7500.0,-88
-7500.0,-86
-7524.0,-76
-7500.0,-84
-7536.0,-114
-7532.0,-116
-7560.0,-82
-7580.0,-76
-7612.0,-52
-7564.0,-86
-7552.0,-108
-7484.0,-144
-7492.0,-154
-7504.0,-160
-7464.0,-142
-7536.0,-160
-7536.0,-196
-7588.0,-156
-7588.0,-182
-7580.0,-204
-7572.0,-174
-7496.0,-196
-7560.0,-182
-7560.0,-208
-7536.0,-222
-7580.0,-232
-7556.0,-224
-7584.0,-280
-7584.0,-260
-7588.0,-244
-7568.0,-254
-7548.0,-258
-7588.0,-272
-7608.0,-266
-7584.0,-248
-7564.0,-226
-7520.0,-218
-7524.0,-264
-7528.0,-252
-7580.0,-252
-7564.0,-280
-7572.0,-324
-7576.0,-308
-7580.0,-358
-7540.0,-338
-7552.0,-376
-7628.0,-394
-7544.0,-414
-7560.0,-392
-7552.0,-376
-7544.0,-404
-7588.0,-442
-7596.0,-418
-7568.0,-434
-7532.0,-462
-7568.0,-454
-7624.0,-446
-7652.0,-446
-7644.0,-408
-7612.0,-430
-7616.0,-480
-7664.0,-502
-7652.0,-526
-7684.0,-474
-7672.0,-518
-7632.0,-534
-7636.0,-524
-7652.0,-526
-7600.0,-534
-7616.0,-558
-7600.0,-598
-7676.0,-622
-7640.0,-618
-7688.0,-576
-7612.0,-554
-7640.0,-532
-7668.0,-524
-7652.0,-542
-7644.0,-550
-7632.0,-556
-7640.0,-536
-7664.0,-558
-7644.0,-602
-7640.0,-612
-7604.0,-598
-7612.0,-640
-7664.0,-684
-7636.0,-662
-7612.0,-700
-7628.0,-694
-7656.0,-756
-7664.0,-756
-7648.0,-784
-7668.0,-794
-7676.0,-784
-7700.0,-798
-7660.0,-816
-7660.0,-838
-7696.0,-826
-7672.0,-832
-7648.0,-856
-7680.0,-832
-7668.0,-854
-7676.0,-846
-7712.0,-908
-7716.0,-900
-7652.0,-926
-7692.0,-932
-7644.0,-902
-7664.0,-886
-7700.0,-898
-7668.0,-910
-7712.0,-920
-7676.0,-908
-7692.0,-932
-7672.0,-950
-7684.0,-992
-7656.0,-978
-7688.0,-1010
-7736.0,-1026
-7720.0,-1046
-7688.0,-1044
-7716.0,-1060
-7672.0,-1036
-7696.0,-1032
-7688.0,-1030
-7680.0,-1034
-7652.0,-1038
-7644.0,-1054
-7560.0,-1068
-7680.0,-1120
-7700.0,-1126
-7688.0,-1152
-7720.0,-1150
-7708.0,-1146
-7712.0,-1180
-7740.0,-1160
-7692.0,-1154
-7700.0,-1158
-7668.0,-1178
-7704.0,-1160
-7644.0,-1190
-7684.0,-1208
-7708.0,-1216
-7720.0,-1232
-7716.0,-1292
-7696.0,-1278
-7700.0,-1294
-7684.0,-1308
-7712.0,-1266
-7684.0,-1280
-7684.0,-1268
-7676.0,-1242
-7672.0,-1218
-7692.0,-1242
-7668.0,-1254
-7640.0,-1240
-7672.0,-1292
-7660.0,-1296
-7700.0,-1318
-7720.0,-1346
-7696.0,-1368
-7716.0,-1382
-7740.0,-1392
-7712.0,-1420
-7684.0,-1408
-7680.0,-1408
-7724.0,-1452
-7712.0,-1468
-7704.0,-1472
-7744.0,-1494
-7764.0,-1504
-7740.0,-1524
-7716.0,-1514
-7724.0,-1558
-7696.0,-1556
-7732.0,-1572
-7752.0,-1558
-7752.0,-1552
-7712.0,-1574
-7736.0,-1536
-7700.0,-1552
-7712.0,-1544
-7744.0,-1560
-7736.0,-1564
-7736.0,-1594
-7748.0,-1596
-7764.0,-1602
-7736.0,-1644
-7724.0,-1666
-7752.0,-1684
-7748.0,-1686
-7740.0,-1698
-7720.0,-1684
-7720.0,-1688
-7712.0,-1694
-7704.0,-1692
-7716.0,-1692
-7716.0,-1720
-7720.0,-1724
-7644.0,-1756
-7700.0,-1740
-7740.0,-1726
-7744.0,-1750
-7756.0,-1744
-7736.0,-1740
-7764.0,-1738
-7764.0,-1728
-7772.0,-1740
-7752.0,-1746
-7752.0,-1760
-7768.0,-1782
-7708.0,-1772
-7732.0,-1776
-7752.0,-1750
-7712.0,-1762
-7724.0,-1768
-7740.0,-1794
-7760.0,-1830
-7752.0,-1862
-7756.0,-1844
-7768.0,-1846
-7768.0,-1858
-7760.0,-1836
-7796.0,-1838
-7720.0,-1830
-7728.0,-1840
-7760.0,-1856
-7756.0,-1864
-7764.0,-1846
-7748.0,-1860
-7760.0,-1892
-7760.0,-1918
-7704.0,-1946
-7724.0,-1918
-7732.0,-1920
-7704.0,-1936
-7764.0,-1958
-7784.0,-1992
-7744.0,-1996
-7744.0,-2008
-7764.0,-2010
-7772.0,-2008
-7760.0,-2034
-7792.0,-2044
-7752.0,-2032
-7768.0,-2044
-7764.0,-2064
-7784.0,-2074
-7732.0,-2070
-7744.0,-2050
-7736.0,-2046
-7740.0,-2092
-7744.0,-2082
-7744.0,-2052
-7764.0,-2058
-7772.0,-2070
-7816.0,-2112
-7788.0,-2142
-7740.0,-2148
-7768.0,-2148
-7764.0,-2134
-7804.0,-2164
-7800.0,-2192
-7796.0,-2190
-7772.0,-2160
-7800.0,-2146
-7784.0,-2154
-7788.0,-2208
-7764.0,-2212
-7780.0,-2238
-7768.0,-2226
-7804.0,-2282
-7792.0,-2268
-7792.0,-2272
-7788.0,-2240
-7804.0,-2228
-7812.0,-2240
-7744.0,-2240
-7784.0,-2260
-7692.0,-2244
-7784.0,-2306
-7828.0,-2338
-7816.0,-2346
-7780.0,-2322
-7820.0,-2354
-7824.0,-2368
-7836.0,-2410
-7832.0,-2430
-7836.0,-2446
-7860.0,-2516
-7812.0,-2524
-7824.0,-2518
-7820.0,-2538
-7840.0,-2564
-7852.0,-2568
-7876.0,-2534
-7844.0,-2536
-7800.0,-2582
-7836.0,-2604
-7872.0,-2606
-7864.0,-2622
-7852.0,-2624
-7872.0,-2640
-7828.0,-2656
-7804.0,-2650
-7784.0,-2650
-7816.0,-2646
-7816.0,-2636
-7776.0,-2660
-7788.0,-2652
-7812.0,-2684
-7824.0,-2710
-7836.0,-2704
-7784.0,-2702
-7840.0,-2726
-7808.0,-2744
-7824.0,-2762
-7860.0,-2778
-7876.0,-2810
-7872.0,-2822
-7896.0,-2846
-7864.0,-2844
-7876.0,-2856
-7888.0,-2868
-7864.0,-2870
-7876.0,-2878
-7880.0,-2870
-7880.0,-2882
-7856.0,-2906
-7856.0,-2924
-7836.0,-2924
-7816.0,-2934
-7860.0,-2946
-7840.0,-2956
-7856.0,-2978
-7856.0,-2990
-7840.0,-3000
-7844.0,-3018
-7868.0,-3020
-7860.0,-3030
-7880.0,-3032
-7876.0,-3070
-7836.0,-3080
-7860.0,-3090
-7832.0,-3104
-7824.0,-3090
-7860.0,-3086
-7876.0,-3086
-7860.0,-3094
-7856.0,-3090
-7868.0,-3084
-7808.0,-3096
-7872.0,-3120
-7860.0,-3104
-7880.0,-3136
-7928.0,-3156
-7936.0,-3136
-7932.0,-3146
-7908.0,-3138
-7892.0,-3122
-7888.0,-3124
-7864.0,-3148
-7876.0,-3168
-7888.0,-3192
-7908.0,-3200
-7904.0,-3198
-7896.0,-3228
-7920.0,-3248
-7864.0,-3210
-7892.0,-3234
-7896.0,-3238
-7864.0,-3218
-7924.0,-3278
-7952.0,-3290
-7952.0,-3278
-7968.0,-3280
-7924.0,-3292
-7928.0,-3304
-7880.0,-3316
-7860.0,-3304
-7876.0,-3298
-7912.0,-3314
-7868.0,-3300
-7904.0,-3286
-7956.0,-3314
-7936.0,-3302
-7892.0,-3304
-7908.0,-3326
-7904.0,-3344
-7932.0,-3330
-7924.0,-3340
-7928.0,-3358
-7912.0,-3364
-7884.0,-3362
-7876.0,-3384
-7916.0,-3396
-7896.0,-3408
-7884.0,-3404
-7872.0,-3410
-7908.0,-3414
-7968.0,-3448
-7980.0,-3450
-7956.0,-3466
-7952.0,-3476
-7960.0,-3490
-7920.0,-3466
-7864.0,-3460
-7896.0,-3494
-7932.0,-3486
-7980.0,-3476
-7988.0,-3464
-7960.0,-3462
-7960.0,-3486
-7936.0,-3480
-7912.0,-3482
-7928.0,-3526
-7956.0,-3524
-7972.0,-3542
-7960.0,-3564
-7936.0,-3552
-7944.0,-3556
-7952.0,-3556
-7996.0,-3574
-7960.0,-3590
-7952.0,-3586
-8004.0,-3582
-7980.0,-3580
-7924.0,-3572
-7976.0,-3608
-7976.0,-3604
-7968.0,-3598
-7952.0,-3612
-7904.0,-3602
-7968.0,-3598
-7940.0,-3572
-8000.0,-3580
-7936.0,-3578
-7960.0,-3592
-7960.0,-3608
-7964.0,-3616
-7968.0,-3604
-7940.0,-3594
-7928.0,-3604
-7920.0,-3628
-7904.0,-3630
-7924.0,-3648
-7900.0,-3648
-7948.0,-3674
-7956.0,-3688
-7980.0,-3694
-8004.0,-3714
-7968.0,-3700
-7984.0,-3714
-7948.0,-3694
-7952.0,-3704
-7972.0,-3712
-7952.0,-3724
-7920.0,-3728
-7940.0,-3728
-7972.0,-3736
-7992.0,-3746
-8044.0,-3758
-8008.0,-3764
-7960.0,-3758
-7964.0,-3754
-7972.0,-3750
-8000.0,-3778
-7944.0,-3768
-7968.0,-3770
-7996.0,-3788
-7988.0,-3798
-7960.0,-3798
-7972.0,-3812
-7940.0,-3792
-7960.0,-3808
-7984.0,-3828
-7988.0,-3820
-7972.0,-3824
-7976.0,-3836
-7968.0,-3838
-7976.0,-3834
-8000.0,-3836
-8004.0,-3846
-8008.0,-3846
-7976.0,-3856
-7980.0,-3844
-8000.0,-3850
-8044.0,-3864
-8028.0,-3874
-8024.0,-3882
-8028.0,-3882
-8012.0,-3866
-8052.0,-3878
-8032.0,-3884
-8024.0,-3888
-8024.0,-3890
-8052.0,-3908
-8068.0,-3932
-8052.0,-3952
-8072.0,-3970
-8028.0,-3978
-8000.0,-3966
-7992.0,-3976
-8060.0,-4008
-8040.0,-4000
-8020.0,-4000
-8048.0,-4010
-8060.0,-4018
-8056.0,-4020
-8032.0,-4018
-7996.0,-4020
-8072.0,-4054
-8064.0,-4048
-8084.0,-4054
-8076.0,-4054
-8072.0,-4062
-8128.0,-4080
-8140.0,-4082
-8160.0,-4088
-8120.0,-4076
-8116.0,-4076
-8104.0,-4074
-8104.0,-4074
-8092.0,-4068
-8128.0,-4078
-8128.0,-4080
-8120.0,-4078
-8096.0,-4072
-8136.0,-4082
-8092.0,-4070
-8112.0,-4076
-8072.0,-4064
-8096.0,-4070
-8128.0,-4076
-8072.0,-4062
-8112.0,-4074
-8104.0,-4072
-8100.0,-4070
-8088.0,-4068
-8108.0,-4072
-8120.0,-4078
-8144.0,-4084
-8160.0,-4088
-8144.0,-4084
-8116.0,-4074
-8092.0,-4068
-8116.0,-4074
-8088.0,-4068
-8136.0,-4082
-8104.0,-4074
-8120.0,-4076
-8128.0,-4080
-8144.0,-4084
-8120.0,-4078
-8076.0,-4066
-8092.0,-4070
-8116.0,-4076
-8144.0,-4084
-8104.0,-4070
-8048.0,-4058
-8088.0,-4068
-8124.0,-4078
-8096.0,-4072
-8112.0,-4076
-8136.0,-4082
-8132.0,-4080
-8112.0,-4076
-8100.0,-4072
-8084.0,-4068
-8112.0,-4076
-8112.0,-4076
-8108.0,-4074
-8076.0,-4066
-8068.0,-4062
-8076.0,-4060
-8072.0,-4060
-8080.0,-4066
-8108.0,-4074
-8112.0,-4076
-8092.0,-4070
-8120.0,-4078
-8120.0,-4078
-8112.0,-4076
-8084.0,-4068
-8056.0,-4060
-8132.0,-4080
-8120.0,-4076
-8128.0,-4080
-8072.0,-4066
-8092.0,-4070
-8084.0,-4068
-8084.0,-4066
-8072.0,-4066
-8052.0,-4060
-8044.0,-4054
-8072.0,-4060
-8108.0,-4074
-8112.0,-4074
-8124.0,-4078
-8120.0,-4078
-8104.0,-4072
-8152.0,-4086
-8112.0,-4076
-8084.0,-4066
-8084.0,-4068
-8108.0,-4072
-8124.0,-4078
-8140.0,-4082
-8128.0,-4080
-8160.0,-4088
-8120.0,-4076
-8112.0,-4076
-8152.0,-4086
-8124.0,-4078
-8128.0,-4080
-8136.0,-4082
-8100.0,-4072
-8100.0,-4070
-8096.0,-4068
-8100.0,-4072
-8092.0,-4068
-8096.0,-4068
-8084.0,-4068
-8128.0,-4076
-8116.0,-4072
-8076.0,-4064
-8064.0,-4062
-8128.0,-4078
-8128.0,-4080
-8096.0,-4070
-8096.0,-4072
-8128.0,-4078
-8100.0,-4072
-8136.0,-4080
-8104.0,-4074
-8100.0,-4070
-8096.0,-4070
-8120.0,-4074
-8096.0,-4070
-8148.0,-4084
-8136.0,-4082
-8120.0,-4076
-8104.0,-4072
-8088.0,-4070
-8112.0,-4076
-8088.0,-4068
-8108.0,-4072
-8128.0,-4080
-8100.0,-4072
-8096.0,-4070
-8116.0,-4076
-8084.0,-4066
-8068.0,-4064
-8072.0,-4062
-8088.0,-4068
-8060.0,-4060
-8064.0,-4062
-8104.0,-4074
-8128.0,-4080
-8128.0,-4080
-8120.0,-4076
-8064.0,-4064
-8096.0,-4070
-8088.0,-4070
-8120.0,-4078
-8104.0,-4074
-8128.0,-4080
-8128.0,-4080
-8168.0,-4090
-8128.0,-4078
-8096.0,-4072
-8116.0,-4076
-8120.0,-4078
-8140.0,-4082
-8140.0,-4082
-8104.0,-4074
-8088.0,-4070
-8080.0,-4068
-8132.0,-4080
-8120.0,-4078
-8096.0,-4070
-8128.0,-4078
-8140.0,-4082
-8100.0,-4070
-8108.0,-4072
-8120.0,-4076
-8092.0,-4070
-8088.0,-4070
-8060.0,-4060
-8108.0,-4074
-8104.0,-4072
-8112.0,-4076
-8128.0,-4080
-8116.0,-4076
-8116.0,-4076
-8108.0,-4074
-8108.0,-4074
-8116.0,-4076
-8136.0,-4082
-8120.0,-4074
-8124.0,-4076
-8096.0,-4072
-8088.0,-4070
-8112.0,-4076
-8132.0,-4080
-8128.0,-4080
-8152.0,-4086
-8136.0,-4082
-8144.0,-4084
-8132.0,-4080
-8124.0,-4078
-8084.0,-4066
-8124.0,-4078
-8120.0,-4078
-8152.0,-4086
-8136.0,-4082
-8152.0,-4086
-8160.0,-4088
-8124.0,-4078
-8100.0,-4072
-8108.0,-4074
-8084.0,-4066
-8108.0,-4074
-8116.0,-4076
-8136.0,-4082
-8116.0,-4076
-8108.0,-4072
-8132.0,-4080
-8124.0,-4078
-8124.0,-4078
-8068.0,-4064
-8096.0,-4072
-8108.0,-4074
-8120.0,-4078
-8100.0,-4072
-8096.0,-4070
-8104.0,-4074
-8104.0,-4074
-8136.0,-4082
-8112.0,-4074
-8092.0,-4070
-8124.0,-4078
-8136.0,-4082
-8100.0,-4072
-8112.0,-4076
-8148.0,-4084
-8128.0,-4080
-8108.0,-4074
-8132.0,-4080
-8096.0,-4070
-8092.0,-4070
-8120.0,-4076
-8096.0,-4072
-8116.0,-4076
-8124.0,-4078
-8148.0,-4084
-8136.0,-4082
-8152.0,-4086
-8104.0,-4072
-8104.0,-4072
-8076.0,-4066
-8096.0,-4070
-8120.0,-4074
-8160.0,-4086
-8096.0,-4070
-8088.0,-4070
-8076.0,-4066
-8128.0,-4080
-8088.0,-4070
-8088.0,-4068
-8060.0,-4058
-8032.0,-4052
-8032.0,-4050
-8044.0,-4048
-8068.0,-4058
-8060.0,-4060
-8152.0,-4086
-8100.0,-4072
-8132.0,-4080
-8124.0,-4078
-8076.0,-4064
-8100.0,-4072
-8076.0,-4066
-8104.0,-4074
-8152.0,-4086
-8104.0,-4074
-8072.0,-4064
-8108.0,-4074
-8132.0,-4080
-8124.0,-4078
-8108.0,-4074
-8136.0,-4082
-8088.0,-4070
-8096.0,-4072
-8160.0,-4088
-8160.0,-4088
-8168.0,-4090
-8160.0,-4088
-8132.0,-4080
-8112.0,-4076
-8116.0,-4076
-8072.0,-4064
-8108.0,-4074
-8116.0,-4074
-8116.0,-4076
-8108.0,-4074
-8128.0,-4080
-8116.0,-4076
-8100.0,-4072
-8128.0,-4080
-8128.0,-4080
-8136.0,-4082
-8140.0,-4082
-8148.0,-4084
-8152.0,-4086
-8132.0,-4080
-8152.0,-4086
-8116.0,-4076
-8120.0,-4078
-8160.0,-4088
-8148.0,-4084
-8100.0,-4072
-8092.0,-4070
-8152.0,-4086
-8100.0,-4070
-8084.0,-4068
-8092.0,-4070
-8136.0,-4080
-8112.0,-4074
-8072.0,-4066
-8096.0,-4068
-8128.0,-4080
-8136.0,-4082
-8072.0,-4066
-8136.0,-4082
-8124.0,-4078
-8132.0,-4080
-8132.0,-4080
-8144.0,-4084
-8132.0,-4080
-8140.0,-4078
-8128.0,-4078
-8120.0,-4076
-8160.0,-4088
-8132.0,-4080
-8132.0,-4080
-8132.0,-4080
-8152.0,-4086
-8144.0,-4084
-8076.0,-4064
-8128.0,-4078
-8128.0,-4078
-8108.0,-4074
-8088.0,-4066
-8100.0,-4072
-8108.0,-4074
-8060.0,-4060
-8088.0,-4070
-8116.0,-4076
-8108.0,-4074
-8076.0,-4064
-8124.0,-4078
-8140.0,-4082
-8132.0,-4080
-8128.0,-4080
-8136.0,-4082
-8116.0,-4074
-8104.0,-4072
-8108.0,-4074
-8112.0,-4076
-8108.0,-4074
-8072.0,-4064
-8128.0,-4080
-8120.0,-4078
-8160.0,-4088
-8112.0,-4076
-8132.0,-4080
-8068.0,-4062
-8052.0,-4058
-8120.0,-4076
-8140.0,-4082
-8132.0,-4080
-8112.0,-4076
-8124.0,-4078
-8120.0,-4078
-8124.0,-4078
-8140.0,-4082
-8096.0,-4070
-8112.0,-4076
-8116.0,-4076
-8088.0,-4070
-8116.0,-4076
-8072.0,-4064
-8144.0,-4084
-8124.0,-4078
-8136.0,-4082
-8100.0,-4072
-8072.0,-4064
-8072.0,-4064
-8120.0,-4078
-8128.0,-4080
-8080.0,-4068
-8096.0,-4072
-8120.0,-4078
-8096.0,-4070
-8100.0,-4072
-8100.0,-4070
-8088.0,-4068
-8104.0,-4074
-8100.0,-4072
-8056.0,-4056
-8036.0,-4052
-8104.0,-4066
-8096.0,-4068
-8096.0,-4072
-8144.0,-4082
-8136.0,-4082
-8116.0,-4076
-8112.0,-4076
-8144.0,-4082
