Energy,Magnetization
-684.0,-24
-916.0,-8
-1092.0,-32
-1220.0,-74
-1340.0,-60
-1372.0,-14
-1412.0,6
-1460.0,20
-1472.0,8
-1504.0,14
-1540.0,30
-1548.0,34
-1544.0,16
-1532.0,10
-1560.0,20
-1528.0,24
-1552.0,0
-1628.0,-36
-1664.0,-8
-1676.0,-14
-1696.0,-14
-1688.0,-12
-1716.0,-28
-1704.0,-38
-1712.0,-26
-1736.0,-54
-1704.0,-60
-1684.0,-64
-1684.0,-70
-1700.0,-62
-1684.0,-70
-1688.0,-116
-1676.0,-122
-1668.0,-108
-1708.0,-114
-1664.0,-94
-1648.0,-76
-1700.0,-96
-1644.0,-90
-1648.0,-98
-1676.0,-68
-1672.0,-92
-1692.0,-66
-1712.0,-70
-1692.0,-64
-1692.0,-114
-1692.0,-124
-1708.0,-108
-1728.0,-120
-1740.0,-126
-1700.0,-110
-1704.0,-86
-1732.0,-84
-1708.0,-80
-1716.0,-90
-1696.0,-112
-1720.0,-100
-1716.0,-108
-1716.0,-56
-1680.0,-82
-1672.0,-86
-1688.0,-80
-1720.0,-62
-1716.0,-64
-1696.0,-82
-1712.0,-86
-1716.0,-66
-1700.0,-84
-1672.0,-88
-1752.0,-84
-1724.0,-74
-1744.0,-72
-1696.0,-44
-1700.0,-40
-1688.0,2
-1716.0,-10
-1680.0,-18
-1688.0,-46
-1676.0,-58
-1704.0,-52
-1708.0,-52
-1700.0,-72
-1712.0,-66
-1680.0,-48
-1688.0,-52
-1680.0,-50
-1692.0,-42
-1688.0,-58
-1704.0,-66
-1704.0,-46
-1708.0,-40
-1712.0,-48
-1708.0,-32
-1684.0,-16
-1676.0,-50
-1688.0,-74
-1676.0,-76
-1676.0,-112
-1672.0,-108
-1672.0,-86
-1712.0,-72
-1688.0,-62
-1664.0,-20
-1684.0,-50
-1672.0,-76
-1696.0,-72
-1656.0,-46
-1676.0,-86
-1668.0,-78
-1672.0,-72
-1656.0,-74
-1680.0,-84
-1704.0,-90
-1708.0,-114
-1704.0,-106
-1664.0,-110
-1660.0,-122
-1652.0,-158
-1716.0,-150
-1732.0,-142
