Energy,Magnetization
-2300.0,112
-3472.0,178
-3916.0,162
-4160.0,-10
-4140.0,86
-4396.0,200
-4440.0,124
-4552.0,14
-4600.0,-108
-4708.0,-82
-4616.0,-124
-4676.0,-160
-4624.0,-242
-4732.0,-318
-4664.0,-204
-4760.0,-188
-4560.0,-228
-4560.0,-280
-4612.0,-274
-4744.0,-290
-4700.0,-294
-4800.0,-336
-4656.0,-206
-4632.0,-154
-4836.0,-232
-4768.0,-238
-4852.0,-184
-5020.0,-200
-4968.0,-204
-4852.0,-290
-4876.0,-266
-4848.0,-424
-4828.0,-418
-5096.0,-380
-5032.0,-372
-5064.0,-374
-4932.0,-438
-5012.0,-422
-5068.0,-324
-5080.0,-358
-5156.0,-386
-4992.0,-378
-4820.0,-422
-4904.0,-398
-4764.0,-390
-4860.0,-308
-4888.0,-276
-4820.0,-324
-4892.0,-196
-4908.0,-208
-4812.0,-254
-4880.0,-238
-4776.0,-288
-4588.0,-256
-4716.0,-182
-4640.0,-190
-4740.0,-84
-4748.0,-136
-4648.0,42
-4696.0,130
-4796.0,86
-4720.0,46
-4816.0,-50
-4844.0,-24
-4784.0,-30
-4916.0,-28
-4784.0,-38
-4844.0,-56
-4784.0,-72
-4832.0,2
-4744.0,114
-4696.0,80
-4544.0,48
-4624.0,162
-4720.0,194
-4616.0,190
-4800.0,188
-4944.0,68
-4928.0,-16
-4888.0,-4
-4892.0,-84
-4960.0,-168
-5056.0,-288
-4980.0,-162
-4908.0,-160
-4936.0,-120
-4968.0,-166
-5008.0,-152
-4948.0,-148
-5016.0,-138
-5144.0,-158
-5140.0,-106
-5152.0,-164
-5100.0,-162
-5088.0,-168
-5076.0,-252
-5012.0,-298
-5044.0,-290
-5052.0,-290
-5040.0,-298
-4828.0,-308
-4812.0,-358
-4992.0,-354
-4960.0,-438
-4812.0,-368
-4784.0,-318
-4804.0,-406
-4864.0,-422
-4828.0,-426
-4688.0,-402
-4676.0,-364
-4756.0,-396
-4880.0,-372
-4784.0,-392
-4864.0,-450
-4948.0,-452
-5080.0,-436
-5072.0,-408
-5032.0,-410
-4800.0,-462
-4748.0,-526
-4920.0,-636
-4912.0,-590
-5056.0,-534
-5000.0,-398
-4788.0,-382
-4716.0,-390
-4848.0,-430
-4788.0,-290
-4732.0,-346
-4752.0,-258
-4864.0,-260
-4816.0,-304
-4996.0,-394
-4792.0,-442
-4760.0,-390
-4912.0,-390
-5032.0,-590
-4896.0,-552
-4876.0,-436
-4868.0,-446
-4852.0,-598
-4940.0,-690
-4772.0,-556
-4864.0,-618
-4676.0,-652
-4784.0,-590
-5116.0,-774
-5092.0,-690
-4884.0,-752
-5016.0,-676
-5008.0,-718
-5104.0,-856
-5132.0,-910
-5108.0,-946
-5060.0,-944
-5072.0,-930
-5064.0,-970
-4928.0,-904
-5000.0,-980
-5092.0,-944
-5064.0,-864
-4968.0,-772
-4936.0,-724
-4948.0,-800
-5052.0,-726
-5132.0,-804
-5224.0,-796
-5088.0,-708
-5104.0,-768
-5120.0,-704
-5052.0,-708
-5108.0,-778
-5116.0,-810
-5100.0,-826
-4956.0,-728
-4984.0,-702
-5076.0,-748
-5216.0,-692
-5308.0,-614
-5284.0,-584
-5272.0,-624
-5348.0,-630
-5320.0,-612
-5292.0,-536
-5272.0,-540
-5348.0,-580
-5324.0,-584
-5252.0,-624
-5296.0,-570
-5224.0,-590
-5336.0,-568
-5344.0,-630
-5260.0,-658
-5436.0,-608
-5400.0,-558
-5380.0,-546
-5364.0,-682
-5308.0,-658
-5256.0,-680
-5308.0,-794
-5412.0,-964
-5336.0,-1048
-5180.0,-1176
-5284.0,-1272
-5364.0,-1238
-5268.0,-1186
-5296.0,-1172
-5228.0,-1094
-5204.0,-1144
-5104.0,-1088
-5172.0,-1052
-5176.0,-1166
-5144.0,-1144
-5120.0,-1152
-5124.0,-1156
-5192.0,-1138
-5152.0,-1124
-5148.0,-1088
-5280.0,-1092
-5372.0,-1066
-5308.0,-1036
-5080.0,-1100
-5176.0,-1180
-5196.0,-1186
-5284.0,-1264
-5160.0,-1240
-5276.0,-1280
-5212.0,-1320
-5248.0,-1358
-5396.0,-1354
-5404.0,-1368
-5284.0,-1284
-5388.0,-1324
-5240.0,-1296
-5292.0,-1264
-5160.0,-1320
-5148.0,-1346
-5148.0,-1340
-5136.0,-1394
-5168.0,-1460
-5196.0,-1502
-5172.0,-1528
-5132.0,-1514
-5140.0,-1506
-5292.0,-1384
-5248.0,-1412
-5244.0,-1436
-5260.0,-1524
-5300.0,-1482
-5084.0,-1478
-5172.0,-1498
-5212.0,-1550
-5260.0,-1598
-5316.0,-1478
-5268.0,-1388
-5176.0,-1356
-5232.0,-1334
-5304.0,-1300
-5204.0,-1246
-5160.0,-1152
-5248.0,-1202
-5244.0,-1224
-5216.0,-1270
-5356.0,-1224
-5252.0,-1218
-5212.0,-1204
-5320.0,-1186
-5336.0,-1174
-5308.0,-1286
-5308.0,-1218
-5332.0,-1410
-5320.0,-1478
-5220.0,-1514
-5228.0,-1554
-5068.0,-1620
-5176.0,-1602
-5160.0,-1518
-5312.0,-1480
-5028.0,-1344
-5368.0,-1522
-5240.0,-1422
-5200.0,-1558
-5164.0,-1568
-5184.0,-1476
-5212.0,-1562
-5368.0,-1604
-5380.0,-1676
-5272.0,-1648
-5380.0,-1710
-5272.0,-1680
-5300.0,-1686
-5344.0,-1664
-5384.0,-1752
-5412.0,-1740
-5472.0,-1652
-5408.0,-1614
-5364.0,-1584
-5184.0,-1514
-5248.0,-1606
-5208.0,-1664
-5152.0,-1680
-5068.0,-1724
-5288.0,-1722
-5232.0,-1630
-5228.0,-1662
-5236.0,-1744
-5384.0,-1754
-5416.0,-1684
-5492.0,-1652
-5372.0,-1638
-5148.0,-1658
-5040.0,-1636
-5180.0,-1752
-5260.0,-1754
-5100.0,-1750
-5148.0,-1672
-5248.0,-1706
-5088.0,-1612
-5328.0,-1722
-5244.0,-1658
-5228.0,-1596
-5276.0,-1574
-5412.0,-1606
-5260.0,-1534
-5480.0,-1676
-5296.0,-1612
-5296.0,-1624
-5216.0,-1622
-5120.0,-1590
-5220.0,-1532
-5424.0,-1578
-5296.0,-1584
-5376.0,-1580
-5196.0,-1556
-5352.0,-1600
-5332.0,-1524
-5252.0,-1560
-5500.0,-1688
-5388.0,-1588
-5188.0,-1536
-5228.0,-1584
-5176.0,-1558
-5252.0,-1544
-5408.0,-1638
-5308.0,-1550
-5324.0,-1466
-5492.0,-1538
-5400.0,-1466
-5220.0,-1368
-5360.0,-1304
-5320.0,-1358
-5200.0,-1296
-5264.0,-1428
-5464.0,-1400
-5380.0,-1406
-5352.0,-1342
-5424.0,-1374
-5452.0,-1470
-5216.0,-1414
-5260.0,-1404
-5436.0,-1484
-5388.0,-1398
-5304.0,-1436
-5264.0,-1316
-5252.0,-1400
-5256.0,-1230
-5312.0,-1198
-5176.0,-1226
-5100.0,-1210
-5068.0,-1262
-5284.0,-1364
-5264.0,-1348
-5320.0,-1302
-5156.0,-1228
-5292.0,-1208
-5336.0,-1242
-5356.0,-1334
-5328.0,-1328
-5212.0,-1208
-5156.0,-1148
-5020.0,-1142
-5040.0,-1190
-5036.0,-1206
