Energy,Magnetization
-156.0,0
-168.0,56
-204.0,16
-232.0,12
-228.0,38
-256.0,0
-264.0,38
-284.0,24
-248.0,40
-264.0,80
-280.0,62
-276.0,34
-268.0,24
-268.0,26
-300.0,16
-296.0,36
-296.0,58
-288.0,58
-276.0,50
-280.0,62
-268.0,42
-296.0,66
-352.0,98
-340.0,78
-328.0,116
-288.0,96
-304.0,110
-304.0,106
-276.0,104
-268.0,82
-324.0,110
-312.0,132
-348.0,160
-352.0,164
-348.0,170
-340.0,166
-328.0,188
-284.0,174
-324.0,172
-276.0,158
-348.0,192
-320.0,166
-324.0,178
-328.0,172
-296.0,158
-312.0,162
-336.0,182
-316.0,174
-336.0,166
-344.0,180
-376.0,184
-348.0,176
-332.0,170
-340.0,178
-332.0,182
-352.0,184
-332.0,174
-352.0,200
-368.0,204
-376.0,198
-364.0,194
-312.0,176
-304.0,166
-272.0,168
-328.0,176
-368.0,182
-320.0,178
-296.0,148
-316.0,132
-300.0,140
-288.0,110
-276.0,132
-296.0,132
-280.0,92
-296.0,84
-284.0,78
-208.0,80
-284.0,98
-276.0,78
-272.0,86
-272.0,70
-252.0,74
-276.0,52
-220.0,42
-196.0,38
-244.0,22
-264.0,24
-248.0,6
-296.0,18
-280.0,32
-276.0,24
-288.0,22
-264.0,0
-252.0,8
-260.0,30
-264.0,54
-260.0,76
-268.0,72
-292.0,46
-284.0,56
-200.0,58
-224.0,74
-232.0,70
-208.0,84
-240.0,126
-224.0,88
-224.0,102
-224.0,62
-236.0,72
-268.0,40
-284.0,56
-264.0,52
-280.0,30
-308.0,34
-292.0,14
-264.0,8
-248.0,28
-244.0,30
-300.0,30
-272.0,10
-236.0,6
-220.0,-24
-236.0,-12
-256.0,-20
-272.0,-32
-276.0,-60
-292.0,-70
-292.0,-82
-304.0,-82
-276.0,-80
-384.0,-76
-368.0,-68
-360.0,-62
-336.0,-56
-340.0,-70
-380.0,-78
-356.0,-80
-324.0,-46
-332.0,-100
-308.0,-96
-328.0,-106
-340.0,-108
-320.0,-94
-336.0,-116
-340.0,-116
-368.0,-104
-340.0,-100
-328.0,-104
-304.0,-100
-328.0,-94
-304.0,-80
-268.0,-86
-264.0,-90
-272.0,-102
-296.0,-118
-288.0,-102
-308.0,-110
-276.0,-92
-264.0,-86
-332.0,-80
-328.0,-54
-324.0,-60
-328.0,-68
-328.0,-86
-316.0,-78
-324.0,-72
-292.0,-74
-292.0,-84
-292.0,-74
-292.0,-94
-304.0,-84
-288.0,-94
-292.0,-84
-268.0,-94
-324.0,-100
-292.0,-88
-284.0,-80
-276.0,-86
-288.0,-76
-272.0,-92
-328.0,-90
-324.0,-68
-292.0,-72
-280.0,-66
-260.0,-76
-288.0,-78
-280.0,-76
-284.0,-124
-284.0,-132
-280.0,-128
-316.0,-126
-328.0,-128
-328.0,-128
-364.0,-114
-304.0,-100
-304.0,-98
-296.0,-98
-304.0,-104
-300.0,-96
-308.0,-92
-308.0,-140
-292.0,-146
-328.0,-166
-336.0,-184
-288.0,-164
-284.0,-156
-292.0,-168
-272.0,-156
-300.0,-158
-308.0,-170
-340.0,-192
-336.0,-194
-352.0,-198
-360.0,-204
-404.0,-216
-412.0,-214
-380.0,-204
-352.0,-182
-360.0,-192
-352.0,-174
-324.0,-174
-320.0,-180
-340.0,-180
-272.0,-154
-332.0,-158
-304.0,-142
-292.0,-156
-276.0,-142
-280.0,-144
-304.0,-138
-348.0,-158
-396.0,-148
-348.0,-126
-312.0,-94
-304.0,-84
-332.0,-128
-320.0,-118
-288.0,-126
-300.0,-102
-332.0,-124
-300.0,-86
-324.0,-96
-296.0,-62
-244.0,-48
-268.0,-72
-236.0,-66
-304.0,-72
-292.0,-52
-332.0,-56
-328.0,-42
-308.0,-62
-312.0,-76
-288.0,-44
-292.0,-36
-248.0,-38
-252.0,-48
-268.0,-68
-256.0,-62
-280.0,-114
-304.0,-118
-292.0,-94
-288.0,-86
-276.0,-104
-276.0,-132
-348.0,-184
-368.0,-196
-368.0,-202
-392.0,-208
-376.0,-198
-388.0,-204
-372.0,-186
-352.0,-184
-300.0,-158
-284.0,-148
-296.0,-152
-336.0,-168
-352.0,-196
-336.0,-192
-352.0,-186
-336.0,-176
-344.0,-184
-356.0,-184
-320.0,-168
-372.0,-178
-344.0,-176
-332.0,-158
-348.0,-178
-336.0,-156
-364.0,-166
-320.0,-146
-328.0,-128
-296.0,-104
-348.0,-120
-344.0,-126
-328.0,-124
-336.0,-112
-272.0,-106
-328.0,-114
-300.0,-82
-300.0,-60
-296.0,-78
-296.0,-94
-260.0,-82
-244.0,-90
-268.0,-96
-296.0,-118
-336.0,-126
-320.0,-136
-324.0,-142
-348.0,-178
-360.0,-190
-400.0,-222
-436.0,-228
-428.0,-228
-376.0,-198
-300.0,-158
-324.0,-166
-348.0,-180
-352.0,-178
-336.0,-178
-308.0,-158
-296.0,-146
-280.0,-138
-284.0,-120
-328.0,-116
-296.0,-118
-320.0,-106
-324.0,-120
-312.0,-108
-320.0,-130
-320.0,-128
-344.0,-134
-328.0,-152
-300.0,-130
-328.0,-126
-316.0,-104
-288.0,-114
-336.0,-126
-304.0,-116
-312.0,-136
-324.0,-162
-308.0,-130
-260.0,-120
-248.0,-124
-288.0,-126
-276.0,-112
-276.0,-106
-308.0,-134
-304.0,-144
-292.0,-130
-256.0,-116
-316.0,-132
-308.0,-130
-276.0,-102
-308.0,-98
-304.0,-82
-332.0,-90
-320.0,-78
-280.0,-64
-292.0,-62
-276.0,-64
-316.0,-60
-308.0,-86
-332.0,-82
-328.0,-70
-288.0,-82
-296.0,-92
-296.0,-72
-284.0,-58
-260.0,-84
-264.0,-92
-284.0,-122
-308.0,-140
-304.0,-142
-348.0,-156
-332.0,-150
-316.0,-154
-316.0,-146
-296.0,-138
-264.0,-102
-260.0,-110
-236.0,-110
-276.0,-96
-272.0,-94
-296.0,-118
-284.0,-122
-268.0,-122
-276.0,-114
-272.0,-78
-292.0,-60
-292.0,-86
-312.0,-94
-276.0,-80
-272.0,-92
-316.0,-96
-320.0,-80
-312.0,-72
-284.0,-92
-312.0,-86
-296.0,-88
-280.0,-100
-284.0,-108
-284.0,-90
-300.0,-112
-260.0,-106
-308.0,-116
-296.0,-120
-312.0,-108
-336.0,-146
-328.0,-140
-344.0,-142
-344.0,-156
-332.0,-144
-332.0,-118
-308.0,-100
-304.0,-116
-288.0,-132
-288.0,-110
-300.0,-128
-304.0,-152
-356.0,-148
-332.0,-156
-296.0,-144
-348.0,-168
-296.0,-150
-320.0,-154
-300.0,-160
-292.0,-136
-332.0,-136
-304.0,-118
-284.0,-110
-236.0,-104
-240.0,-90
-272.0,-100
-272.0,-110
-300.0,-116
-296.0,-88
-276.0,-74
-276.0,-78
-304.0,-78
-340.0,-74
-316.0,-100
-304.0,-92
-300.0,-52
-284.0,-36
-312.0,-28
-296.0,-52
-332.0,-58
-292.0,-70
-296.0,-54
-292.0,-46
-268.0,-32
-276.0,-52
-276.0,-32
-248.0,-24
-272.0,-8
-248.0,14
-264.0,30
-264.0,10
-256.0,10
-292.0,-20
-284.0,0
-260.0,10
-296.0,-2
-260.0,12
-256.0,-12
-248.0,-28
-292.0,-16
-280.0,-30
-268.0,-26
-236.0,-32
-264.0,-62
-260.0,-86
-236.0,-90
-260.0,-72
-268.0,-92
-280.0,-62
-288.0,-68
-264.0,-62
-272.0,-78
-272.0,-70
-304.0,-60
-316.0,-76
-260.0,-52
-292.0,-28
-264.0,-58
-260.0,-78
-268.0,-78
-284.0,-56
-288.0,-94
-300.0,-102
-272.0,-112
-244.0,-82
-252.0,-108
-240.0,-108
-252.0,-132
-268.0,-124
-280.0,-118
-272.0,-116
-260.0,-94
-212.0,-66
-236.0,-66
-260.0,-84
-256.0,-106
-220.0,-68
-280.0,-80
-268.0,-84
-276.0,-86
-236.0,-78
-240.0,-100
-240.0,-102
-232.0,-68
-232.0,-50
-232.0,-56
-248.0,-76
-272.0,-74
-316.0,-74
