Energy,Magnetization
-864.0,174
-1152.0,324
-1336.0,396
-1520.0,462
-1580.0,488
-1656.0,512
-1688.0,544
-1696.0,564
-1744.0,576
-1752.0,602
-1760.0,626
-1756.0,630
-1764.0,656
-1796.0,686
-1796.0,696
-1828.0,702
-1832.0,706
-1848.0,734
-1848.0,736
-1848.0,744
-1876.0,766
-1896.0,780
-1920.0,790
-1920.0,796
-1928.0,798
-1924.0,782
-1920.0,798
-1928.0,800
-1928.0,802
-1928.0,802
-1928.0,808
-1920.0,798
-1928.0,802
-1928.0,802
-1928.0,818
-1932.0,828
-1928.0,834
-1932.0,838
-1928.0,822
-1936.0,834
-1948.0,852
-1952.0,878
-1956.0,908
-1956.0,914
-1960.0,924
-1972.0,942
-1980.0,952
-1988.0,968
-1988.0,968
-1992.0,966
-1992.0,974
-2000.0,982
-2012.0,990
-2016.0,994
-2008.0,996
-2032.0,1016
-2032.0,1018
-2040.0,1022
-2048.0,1024
-2048.0,1024
-2040.0,1022
-2040.0,1022
-2048.0,1024
-2048.0,1024
-2040.0,1022
-2040.0,1022
-2040.0,1022
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2040.0,1022
-2040.0,1022
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2040.0,1022
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2040.0,1022
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2040.0,1022
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2040.0,1022
-2040.0,1022
-2040.0,1022
-2048.0,1024
-2040.0,1022
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2040.0,1022
-2040.0,1022
-2032.0,1020
-2024.0,1018
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2040.0,1022
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2040.0,1022
-2040.0,1022
-2048.0,1024
-2048.0,1024
-2040.0,1022
-2048.0,1024
-2048.0,1024
-2040.0,1022
-2040.0,1022
-2048.0,1024
-2048.0,1024
-2036.0,1020
-2036.0,1020
-2048.0,1024
-2048.0,1024
-2040.0,1022
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2040.0,1022
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2040.0,1022
-2040.0,1022
-2040.0,1022
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2040.0,1022
-2032.0,1020
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
-2048.0,1024
