Energy,Magnetization
-228.0,-6
-316.0,-12
-332.0,-18
-328.0,-32
-332.0,-24
-340.0,-42
-352.0,-50
-360.0,-58
-372.0,-66
-388.0,-74
-396.0,-82
-396.0,-82
-404.0,-84
-408.0,-86
-392.0,-106
-400.0,-100
-408.0,-118
-400.0,-122
-404.0,-140
-424.0,-130
-424.0,-144
-420.0,-146
-424.0,-142
-424.0,-152
-424.0,-152
-424.0,-136
-428.0,-134
-432.0,-138
-428.0,-152
-432.0,-152
-432.0,-146
-428.0,-150
-432.0,-152
-432.0,-154
-436.0,-180
-452.0,-192
-452.0,-206
-464.0,-212
-468.0,-224
-480.0,-236
-484.0,-246
-480.0,-242
-492.0,-250
-496.0,-250
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-504.0,-254
-504.0,-254
-504.0,-254
-504.0,-254
-504.0,-254
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-504.0,-254
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-504.0,-254
-504.0,-254
-504.0,-254
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-504.0,-254
-504.0,-254
-512.0,-256
-512.0,-256
-504.0,-254
-504.0,-254
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-504.0,-254
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
-512.0,-256
